UWI,depth,latitude,longitude,gamma,neutron porosity,pe,sp,member,formation
4900722319,1948.5,41.61984,107.912908,58.2529,0.4255,4.5967,25.9823,Tfob,Tfu
4900722319,1949,41.61984,107.912908,60.8687,0.4192,4.5798,26.3953,Tfob,Tfu
4900722319,1949.5,41.61984,107.912908,59.8318,0.4106,4.5241,26.6856,Tfob,Tfu
4900722319,1950,41.61984,107.912908,57.8759,0.4099,4.5526,26.7148,Tfob,Tfu
4900722319,1950.5,41.61984,107.912908,56.085,0.4175,4.7068,26.9658,Tfob,Tfu
4900722319,1951,41.61984,107.912908,57.1218,0.4299,4.9288,27.7026,Tfob,Tfu
4900722319,1951.5,41.61984,107.912908,53.8463,0.4311,5.1031,28.1054,Tfob,Tfu
4900722319,1952,41.61984,107.912908,51.3955,0.4174,5.0883,28.3038,Tfob,Tfu
4900722319,1952.5,41.61984,107.912908,50.9478,0.4087,4.9191,28.1199,Tfob,Tfu
4900722319,1953,41.61984,107.912908,51.2305,0.4176,4.8219,27.8398,Tfob,Tfu
4900722319,1953.5,41.61984,107.912908,48.7326,0.4285,4.994,28.0966,Tfob,Tfu
4900722319,1954,41.61984,107.912908,49.416,0.4185,5.3743,27.8967,Tfob,Tfu
4900722319,1954.5,41.61984,107.912908,51.8432,0.4002,5.6196,27.7508,Tfob,Tfu
4900722319,1955,41.61984,107.912908,57.0511,0.3903,5.4971,27.7318,Tfob,Tfu
4900722319,1955.5,41.61984,107.912908,60.4916,0.3873,5.0598,27.7158,Tfob,Tfu
4900722319,1956,41.61984,107.912908,60.9158,0.3961,4.5945,27.6136,Tfob,Tfu
4900722319,1956.5,41.61984,107.912908,56.7683,0.4053,4.3705,27.6165,Tfob,Tfu
4900722319,1957,41.61984,107.912908,50.4529,0.4025,4.5019,27.4342,Tfob,Tfu
4900722319,1957.5,41.61984,107.912908,47.0124,0.4047,4.8644,27.5261,Tfob,Tfu
4900722319,1958,41.61984,107.912908,47.8372,0.4144,5.1677,27.8194,Tfob,Tfu
4900722319,1958.5,41.61984,107.912908,50.4293,0.415,5.1605,27.4269,Tfob,Tfu
4900722319,1959,41.61984,107.912908,51.7725,0.4108,4.8778,27.5202,Tfob,Tfu
4900722319,1959.5,41.61984,107.912908,53.8227,0.4095,4.5565,27.6282,Tfob,Tfu
4900722319,1960,41.61984,107.912908,56.3206,0.4098,4.3867,27.7522,Tfob,Tfu
4900722319,1960.5,41.61984,107.912908,60.6566,0.4135,4.3836,27.7333,Tfob,Tfu
4900722319,1961,41.61984,107.912908,61.4578,0.4158,4.5839,27.5961,Tfob,Tfu
4900722319,1961.5,41.61984,107.912908,59.3605,0.417,4.9437,27.4239,Tfob,Tfu
4900722319,1962,41.61984,107.912908,59.5962,0.4094,5.3042,27.4896,Tfob,Tfu
4900722319,1962.5,41.61984,107.912908,62.7303,0.391,5.451,27.3597,Tfob,Tfu
4900722319,1963,41.61984,107.912908,66.9013,0.386,5.4152,27.3451,Tfob,Tfu
4900722319,1963.5,41.61984,107.912908,63.6965,0.3974,5.4377,27.3933,Tfob,Tfu
4900722319,1964,41.61984,107.912908,60.1146,0.412,5.5633,27.4925,Tfob,Tfu
4900722319,1964.5,41.61984,107.912908,56.9333,0.4084,5.6203,27.1307,Tfob,Tfu
4900722319,1965,41.61984,107.912908,55.92,0.383,5.4387,26.9366,Tfob,Tfu
4900722319,1965.5,41.61984,107.912908,53.2571,0.363,5.1379,26.7046,Tfob,Tfu
4900722319,1966,41.61984,107.912908,51.6076,0.358,4.9142,26.5499,Tfob,Tfu
4900722319,1966.5,41.61984,107.912908,50.9006,0.3664,4.8702,26.2493,Tfob,Tfu
4900722319,1967,41.61984,107.912908,52.7151,0.3863,4.9682,26.1209,Tfob,Tfu
4900722319,1967.5,41.61984,107.912908,52.3145,0.4029,5.1177,26.0815,Tfob,Tfu
4900722319,1968,41.61984,107.912908,53.4221,0.399,5.2142,25.9123,Tfob,Tfu
4900722319,1968.5,41.61984,107.912908,53.1393,0.3881,5.207,25.7912,Tfob,Tfu
4900722319,1969,41.61984,107.912908,58.3708,0.3866,5.2063,25.5504,Tfob,Tfu
4900722319,1969.5,41.61984,107.912908,63.5787,0.3886,5.306,25.8335,Tfob,Tfu
4900722319,1970,41.61984,107.912908,65.4403,0.3976,5.5413,26.0597,Tfob,Tfu
4900722319,1970.5,41.61984,107.912908,64.1678,0.4045,5.7821,26.2917,Tfob,Tfu
4900722319,1971,41.61984,107.912908,63.2959,0.4007,5.9246,26.226,Tfob,Tfu
4900722319,1971.5,41.61984,107.912908,65.6759,0.3919,5.8524,26.388,Tfob,Tfu
4900722319,1972,41.61984,107.912908,70.931,0.3856,5.5886,25.9123,Tfob,Tfu
4900722319,1972.5,41.61984,107.912908,78.0005,0.3789,5.2038,25.6657,Tfob,Tfu
4900722319,1973,41.61984,107.912908,79.5558,0.3706,4.8236,25.6555,Tfob,Tfu
4900722319,1973.5,41.61984,107.912908,73.1225,0.377,4.5228,25.9137,Tfob,Tfu
4900722319,1974,41.61984,107.912908,60.9158,0.383,4.488,25.4439,Tfob,Tfu
4900722319,1974.5,41.61984,107.912908,51.3719,0.3749,4.8045,24.7523,Tfob,Tfu
4900722319,1975,41.61984,107.912908,48.0493,0.3676,5.4056,24.1569,Tfob,Tfu
4900722319,1975.5,41.61984,107.912908,47.79,0.3698,6.027,23.6827,Tfob,Tfu
4900722319,1976,41.61984,107.912908,49.1332,0.3745,6.4808,23.3894,Tfob,Tfu
4900722319,1976.5,41.61984,107.912908,53.1864,0.3757,6.7235,23.3909,Tfob,Tfu
4900722319,1977,41.61984,107.912908,59.8318,0.3894,6.7397,23.7498,Tfob,Tfu
4900722319,1977.5,41.61984,107.912908,62.7774,0.4078,6.5364,23.9133,Tfob,Tfu
